사업장명,도로명주소,지번주소,동,전화번호,업태구분명,영업상태명,인허가일자,업종,착한업소,사랑상품권,위생등급,행정처분,latitude,longitude,가격
강변꼼장어쭈꾸미,서울특별시 광진구 구의강변로 79 (구의동),서울특별시 광진구 구의동 217-19,구의동,234365800,한식,영업/정상,2004-12-14,일반음식점,미등록,불가능,,없음,37.5378695,127.0933331,34500
강변스파랜드,"서울특별시 광진구 구의강변로 45 (구의동,, 20 (지하1층))","서울특별시 광진구 구의동 593-15 , 20 (지하1층) ",구의동,02 4442396,분식,영업/정상,2005-03-28,일반음식점,미등록,불가능,,없음,37.5349817,127.0912558,14000
강변스파랜드,"서울특별시 광진구 구의강변로 45 (구의동,, 20 (지하1층))","서울특별시 광진구 구의동 593-15 , 20 (지하1층) ",구의동,02 4442396,분식,영업/정상,2005-03-28,일반음식점,미등록,불가능,,없음,37.5349817,127.0912558,14000
순애식당,서울특별시 광진구 천호대로112길 36 (능동),서울특별시 광진구 능동 224-29번지,능동,02 4619723,한식,영업/정상,2005-03-30,일반음식점,미등록,불가능,,없음,37.5547402,127.080737,6750
후토,"서울특별시 광진구 동일로24길 98, 2층 (화양동)",서울특별시 광진구 화양동 8-59 2층,화양동,02 4658590,일식,영업/정상,2005-03-31,일반음식점,미등록,가능,,있음,37.5423414,127.0702429,31375
가마솥도가니탕 장수옥,서울특별시 광진구 용마산로 124 (중곡동),서울특별시 광진구 중곡동 18-69,중곡동,02 4446888,한식,영업/정상,2005-04-13,일반음식점,미등록,불가능,,없음,37.5647159,127.0869667,19500
예량,"서울특별시 광진구 구의강변로 85-1, 1층 (구의동)",서울특별시 광진구 구의동 217-9 1층,구의동,02 4548360,중국식,영업/정상,2005-04-28,일반음식점,미등록,가능,,없음,37.5383922,127.0936028,10500
버릴게없소,서울특별시 광진구 군자로 168 (군자동),서울특별시 광진구 군자동 45-35,군자동,02 4658581,한식,영업/정상,2005-06-23,일반음식점,미등록,가능,,없음,37.5557378,127.077462,13500
과장님댁시즌2,"서울특별시 광진구 동일로22길 31 (화양동,(2층))",서울특별시 광진구 화양동 45-71 (2층),화양동,02 4633029,호프/통닭,영업/정상,2005-07-07,일반음식점,미등록,불가능,,없음,37.5422469,127.0660607,15500
난이네실내포차,서울특별시 광진구 동일로 86 (자양동),서울특별시 광진구 자양동 24-19번지,자양동,234095251,호프/통닭,영업/정상,2005-07-22,일반음식점,미등록,불가능,,없음,37.540195,127.0632881,52500
왕솥뚜껑삼겹살,서울특별시 광진구 긴고랑로 20 (중곡동),서울특별시 광진구 중곡동 246-4번지,중곡동,234090915,한식,영업/정상,2005-08-05,일반음식점,미등록,가능,,없음,37.5633842,127.078622,13250
독도수산,"서울특별시 광진구 뚝섬로23길 48, 1층 (자양동)",서울특별시 광진구 자양동 553-303,자양동,222052626,일식,영업/정상,2005-08-23,일반음식점,미등록,가능,,없음,37.5372032,127.0660671,33250
화원식당,"서울특별시 광진구 능동로16길 56-6, 지하1층 (화양동)",서울특별시 광진구 화양동 513-1번지,화양동,02 4538856,분식,영업/정상,2005-08-29,일반음식점,미등록,불가능,,없음,37.5450459,127.0760305,11250
파전나라,서울특별시 광진구 아차산로51길 66 (구의동),서울특별시 광진구 구의동 248-137번지,구의동,222014017,한식,영업/정상,2005-09-26,일반음식점,미등록,가능,,없음,37.5399008,127.0850602,13500
우량아,서울특별시 광진구 뚝섬로36길 51 (자양동),서울특별시 광진구 자양동 497-3,자양동,,한식,영업/정상,2005-10-05,일반음식점,미등록,불가능,,없음,37.5321866,127.0704925,13500
등자감,서울특별시 광진구 능동로 376 (중곡동),서울특별시 광진구 중곡동 40-1번지,중곡동,02 4550463,한식,영업/정상,2005-10-07,일반음식점,미등록,가능,,없음,37.562691,127.0828205,16500
민속손국시,서울특별시 광진구 아차산로 458 (구의동),서울특별시 광진구 구의동 218-1,구의동,02 4447833,분식,영업/정상,2005-11-08,일반음식점,미등록,가능,,없음,37.5393461,127.0931904,8500
백리향,서울특별시 광진구 자양로13길 63 (자양동),서울특별시 광진구 자양동 631-22,자양동,024981 013,중국식,영업/정상,2005-04-22,일반음식점,미등록,불가능,,없음,37.5336388,127.0812984,7750
태백묵은지삼겹,서울특별시 광진구 자양로18길 49 (구의동),서울특별시 광진구 구의동 257-123,구의동,,한식,영업/정상,2006-02-20,일반음식점,미등록,불가능,,없음,37.538169,127.0861994,6250
솔방울,"서울특별시 광진구 동일로22길 65 (화양동,(2층))",서울특별시 광진구 화양동 47-76 (2층),화양동,02 5434578,호프/통닭,영업/정상,2006-03-30,일반음식점,미등록,불가능,,없음,37.5416189,127.067927,32750
자양돼지산업,서울특별시 광진구 자양로13길 87-1 (자양동),서울특별시 광진구 자양동 634-23,자양동,234369392,한식,영업/정상,2006-04-03,일반음식점,미등록,가능,,없음,37.5328441,127.0803767,13375
본할머니보쌈,서울특별시 광진구 면목로 160 (중곡동),서울특별시 광진구 중곡동 171-1번지,중곡동,02 4685353,한식,영업/정상,2006-04-11,일반음식점,미등록,불가능,,없음,37.5674399,127.0822857,48000
베테랑한식,"서울특별시 광진구 뚝섬로55길 19, 1층 (자양동)",서울특별시 광진구 자양동 654-16번지,자양동,02 4444853,한식,영업/정상,2006-05-04,일반음식점,미등록,불가능,,없음,37.5323479,127.0822512,10000
다래나무 손두부,"서울특별시 광진구 광장로1길 26, 1층 (광장동)",서울특별시 광진구 광장동 258-14 1층,광장동,02 4526717,한식,영업/정상,2006-05-04,일반음식점,미등록,불가능,,없음,37.5479622,127.1022303,11750
미식일가,서울특별시 광진구 광나루로19길 9 (군자동),서울특별시 광진구 군자동 373-9,군자동,,기타,영업/정상,2006-05-16,일반음식점,미등록,불가능,,없음,37.5482122,127.0729741,26900
디딤돌 식당,서울특별시 광진구 긴고랑로13길 19-1 (중곡동),서울특별시 광진구 중곡동 221-8번지,중곡동,,호프/통닭,영업/정상,2006-05-23,일반음식점,미등록,불가능,,없음,37.5635207,127.0820329,8000
강촌,"서울특별시 광진구 아차산로76가길 13 (광장동,지하1층)",서울특별시 광진구 광장동 322-8 지하1층,광장동,02 4586996,한식,영업/정상,2006-07-10,일반음식점,미등록,불가능,,없음,37.5469942,127.1072653,30000
이모네포차,서울특별시 광진구 자양로18길 44 (구의동),서울특별시 광진구 구의동 246-96,구의동,02 4469282,호프/통닭,영업/정상,2006-08-09,일반음식점,미등록,가능,,없음,37.5378733,127.085957,15750
군자보쌈찌개,서울특별시 광진구 동일로60길 48 (군자동),서울특별시 광진구 군자동 468-14,군자동,02 4693751,한식,영업/정상,2006-09-12,일반음식점,미등록,가능,,없음,37.5576268,127.0757729,21250
옛집,서울특별시 광진구 아차산로76가길 18 (광장동),서울특별시 광진구 광장동 326-9,광장동,222014369,한식,영업/정상,2006-10-20,일반음식점,미등록,가능,,없음,37.5471135,127.1068172,12333
포차조개구이,서울특별시 광진구 용마산로 40 (중곡동),서울특별시 광진구 중곡동 80-11번지,중곡동,24583346,정종/대포집/소주방,영업/정상,2006-10-31,일반음식점,미등록,가능,,없음,37.5571681,127.0883042,50000
전투전,서울특별시 광진구 뚝섬로52길 17 (자양동),서울특별시 광진구 자양동 637-1번지,자양동,02446 5006,기타,영업/정상,2006-11-02,일반음식점,미등록,가능,,없음,37.5311806,127.0793924,12750
순이네맷돌빈대떡,서울특별시 광진구 군자로17길 42 (군자동),서울특별시 광진구 군자동 474-1번지,군자동,02 4634266,호프/통닭,영업/정상,2006-11-09,일반음식점,미등록,불가능,,없음,37.5570038,127.077503,15500
회이크,서울특별시 광진구 긴고랑로 16-1 (중곡동),서울특별시 광진구 중곡동 247-5,중곡동,02 4553024,한식,영업/정상,2006-12-08,일반음식점,미등록,불가능,,없음,37.5635514,127.0781345,45250
제부도,"서울특별시 광진구 긴고랑로 21, 1층 (중곡동)",서울특별시 광진구 중곡동 239-83번지,중곡동,02 4649291,일식,영업/정상,2006-12-08,일반음식점,미등록,가능,,없음,37.5636741,127.0789052,40750
동네친구,서울특별시 광진구 아차산로 354 (자양동),서울특별시 광진구 자양동 219-35번지,자양동,02 4579949,호프/통닭,영업/정상,2006-12-14,일반음식점,미등록,불가능,,없음,37.5366244,127.0819516,17500
이동왕갈비,"서울특별시 광진구 뚝섬로30길 45, 1층 (자양동)",서울특별시 광진구 자양동 553-261번지 1층,자양동,02 8360100,한식,영업/정상,2006-10-19,일반음식점,미등록,가능,,없음,37.5344587,127.0674677,21500
저니맨,서울특별시 광진구 자양번영로 20 (자양동),서울특별시 광진구 자양동 600-0,자양동,,한식,영업/정상,2007-02-14,일반음식점,미등록,가능,,없음,37.531379,127.0753883,22500
춘천골닭갈비,"서울특별시 광진구 군자로 70, 동일흥업주식회사 나동 1층 (군자동)",서울특별시 광진구 군자동 362-1 동일흥업주식회사 나동1층,군자동,02 4687396,한식,영업/정상,2007-02-15,일반음식점,미등록,가능,,없음,37.5493305,127.0709838,9250
교동족발,서울특별시 광진구 자양로13나길 6 (자양동),서울특별시 광진구 자양동 623-42번지,자양동,02 4478972,한식,영업/정상,2007-02-16,일반음식점,미등록,가능,,없음,37.5337677,127.080644,32000
정원,서울특별시 광진구 긴고랑로 31 (중곡동),서울특별시 광진구 중곡동 241-30 지하1층,중곡동,02 4666184,호프/통닭,영업/정상,2007-03-27,일반음식점,미등록,불가능,,없음,37.5632881,127.0800469,8750
양평해장국,서울특별시 광진구 동일로 402 (중곡동),서울특별시 광진구 중곡동 190-37,중곡동,02 9766820,한식,영업/정상,2007-04-02,일반음식점,미등록,가능,,없음,37.5662121,127.0779369,16250
양평해장국,서울특별시 광진구 동일로 402 (중곡동),서울특별시 광진구 중곡동 190-37,중곡동,02 9766820,한식,영업/정상,2007-04-02,일반음식점,미등록,가능,,없음,37.5662121,127.0779369,16250
미스터손두부보쌈,서울특별시 광진구 아차산로 262 (자양동),서울특별시 광진구 자양동 227-7번지 스타시티판매동 지하1층 76호,자양동,220241424,한식,영업/정상,2007-04-06,일반음식점,미등록,가능,,없음,37.5378028,127.0726322,17250
용두삼겹살쭈꾸미,"서울특별시 광진구 천호대로 647 (중곡동,(1층))",서울특별시 광진구 중곡동 115-4 (1층),중곡동,02 4577710,한식,영업/정상,2007-05-17,일반음식점,미등록,불가능,,없음,37.5532699,127.0893352,15750
동서울영계백숙,"서울특별시 광진구 광나루로54길 9 (구의동,(1층))",서울특별시 광진구 구의동 198-3번지 (1층),구의동,02 4525853,한식,영업/정상,2007-06-07,일반음식점,미등록,가능,,없음,37.5402018,127.095901,24250
쾌남막창,"서울특별시 광진구 군자로15길 2, 1층 (군자동)",서울특별시 광진구 군자동 149-3,군자동,02 4699726,한식,영업/정상,2007-09-04,일반음식점,미등록,불가능,,없음,37.5537246,127.0735316,15250
매운향솥,서울특별시 광진구 동일로18길 61 (자양동),서울특별시 광진구 자양동 9-33번지,자양동,02 4686388,중국식,영업/정상,2007-10-04,일반음식점,미등록,불가능,,없음,37.5391489,127.06627,7000
카스광장,서울특별시 광진구 자양로 309 (구의동),서울특별시 광진구 구의동 30-15,구의동,222443350,호프/통닭,영업/정상,2007-11-01,일반음식점,미등록,불가능,,없음,37.5531068,127.0931203,15750
은둔고수,서울특별시 광진구 천호대로129길 48 (구의동),서울특별시 광진구 구의동 29-12,구의동,02 4562305,한식,영업/정상,2008-02-18,일반음식점,미등록,가능,,없음,37.5535568,127.0919635,15250
왕도매회어시장,서울특별시 광진구 능동로47길 17 (중곡동),서울특별시 광진구 중곡동 241-52,중곡동,02 4643885,일식,영업/정상,2008-02-25,일반음식점,미등록,가능,,없음,37.5631855,127.0814866,42000
장충동한방족발,서울특별시 광진구 자양로13나길 4 (자양동),서울특별시 광진구 자양동 623-46,자양동,264091522,한식,영업/정상,2008-02-27,일반음식점,미등록,가능,,없음,37.5336769,127.0807324,20000
수빈식당,서울특별시 광진구 자양로5길 22 (자양동),서울특별시 광진구 자양동 679-34,자양동,02 4448286,한식,영업/정상,2008-03-03,일반음식점,미등록,가능,,없음,37.5315133,127.0845996,8750
강쇠네,서울특별시 광진구 뚝섬로 535 (자양동),서울특별시 광진구 자양동 553-44번지,자양동,02 4544242,한식,영업/정상,2008-03-13,일반음식점,미등록,가능,,없음,37.5351115,127.0696917,14250
팔도부침나라,서울특별시 광진구 능동로47길 42 (중곡동),서울특별시 광진구 중곡동 230-39,중곡동,02 4610808,한식,영업/정상,2008-03-26,일반음식점,미등록,가능,,없음,37.5637757,127.0803926,19250
와포차,서울특별시 광진구 동일로24길 70 (화양동),서울특별시 광진구 화양동 47-2번지,화양동,02 4652613,정종/대포집/소주방,영업/정상,2008-04-24,일반음식점,미등록,불가능,,없음,37.5428263,127.068779,17750
향원,"서울특별시 광진구 뚝섬로58길 11, 2층 (자양동)",서울특별시 광진구 자양동 679-33번지 2층,자양동,02 4580036,중국식,영업/정상,2008-04-30,일반음식점,미등록,불가능,,없음,37.5314357,127.0844335,25750
향원,"서울특별시 광진구 뚝섬로58길 11, 2층 (자양동)",서울특별시 광진구 자양동 679-33번지 2층,자양동,02 4580036,중국식,영업/정상,2008-04-30,일반음식점,미등록,불가능,,없음,37.5314357,127.0844335,7750
식물와인바,"서울특별시 광진구 동일로24길 64, 1층 (화양동)",서울특별시 광진구 화양동 47-42,화양동,7040444552,호프/통닭,영업/정상,2008-05-28,일반음식점,미등록,불가능,,없음,37.5429393,127.0685244,23700
미선미식성,서울특별시 광진구 동일로18길 78 (자양동),서울특별시 광진구 자양동 4-9,자양동,02 4667959,중국식,영업/정상,2008-05-28,일반음식점,미등록,불가능,,없음,37.5386217,127.0669254,22500
베트남쌍둥이커피,서울특별시 광진구 능동로13길 28 (화양동),서울특별시 광진구 화양동 12-33,화양동,02 4864988,한식,영업/정상,2008-06-09,일반음식점,미등록,불가능,,없음,37.5433194,127.0707058,5250
고향맛집,"서울특별시 광진구 자양번영로3길 7, 1층 (자양동)",서울특별시 광진구 자양동 584번지,자양동,02 4449013,한식,영업/정상,2008-06-20,일반음식점,미등록,불가능,,없음,37.5316366,127.0746088,6000
김환푸드,"서울특별시 광진구 면목로 165, 1층 (중곡동)",서울특별시 광진구 중곡동 173-1,중곡동,02 4620292,한식,영업/정상,2008-07-03,일반음식점,미등록,불가능,,없음,37.5679624,127.0822348,40000
206숯불구이,"서울특별시 광진구 광나루로 390 (화양동,(1층))",서울특별시 광진구 화양동 206번지 (1층),화양동,,한식,영업/정상,2008-08-14,일반음식점,미등록,가능,,없음,37.547336,127.072942,15750
한솔식당,"서울특별시 광진구 능동로44길 42, 성진빌딩 1층 (중곡동)",서울특별시 광진구 중곡동 50-3 성진빌딩,중곡동,02  446 9413,한식,영업/정상,2008-08-25,일반음식점,미등록,가능,,없음,37.560113,127.083776,12000
한솔식당,"서울특별시 광진구 능동로44길 42, 성진빌딩 1층 (중곡동)",서울특별시 광진구 중곡동 50-3 성진빌딩,중곡동,02  446 9413,한식,영업/정상,2008-08-25,일반음식점,미등록,가능,,없음,37.560113,127.083776,7750
군자닭갈비,"서울특별시 광진구 능동로 315, 1층 (중곡동)",서울특별시 광진구 중곡동 649-8번지 1층,중곡동,262459888,한식,영업/정상,2008-09-18,일반음식점,미등록,불가능,,없음,37.5578753,127.0795622,13666
마장한우 소머리국밥,"서울특별시 광진구 자양번영로 81, 1층 (자양동)",서울특별시 광진구 자양동 227-133번지,자양동,02 4479181,한식,영업/정상,2008-09-29,일반음식점,미등록,가능,,없음,37.5368795,127.0765589,15250
한가람,서울특별시 광진구 능동로 92 (자양동),서울특별시 광진구 자양동 227-342 롯데백화점스타시티점 10층,자양동,02  22183980,한식,영업/정상,2008-10-28,일반음식점,미등록,불가능,매우우수,없음,37.5387343,127.0711279,16500
한밥,"서울특별시 광진구 구의로 20 (구의동,(1층))",서울특별시 광진구 구의동 220-9번지 (1층),구의동,02 4468883,호프/통닭,영업/정상,2009-01-12,일반음식점,미등록,가능,,없음,37.539646,127.0896091,7500
커피고,"서울특별시 광진구 천호대로111길 7 (중곡동,(1층))",서울특별시 광진구 중곡동 341-28 (1층),중곡동,02 4479245,까페,영업/정상,2009-02-02,일반음식점,미등록,불가능,,없음,37.556809,127.0819207,3250
중화명가,"서울특별시 광진구 면목로 189 (중곡동,(1층))",서울특별시 광진구 중곡동 210-6 (1층),중곡동,02  468 9977,중국식,영업/정상,2009-02-17,일반음식점,미등록,불가능,,없음,37.5700583,127.0830075,16750
이모네포차,"서울특별시 광진구 긴고랑로13길 5 (중곡동,(1층))",서울특별시 광진구 중곡동 241-33번지 (1층),중곡동,02  456 5602,호프/통닭,영업/정상,2009-03-10,일반음식점,미등록,가능,,없음,37.5628537,127.0816315,15750
은행나무집,서울특별시 광진구 아차산로69길 20 (광장동),서울특별시 광진구 광장동 413-13 1층,광장동,02 4577100,한식,영업/정상,2009-03-31,일반음식점,미등록,가능,,없음,37.5429531,127.098557,61750
용문집,"서울특별시 광진구 뚝섬로30길 44 (자양동,지상1층)",서울특별시 광진구 자양동 48-38 지상1층,자양동,02  468 9828,한식,영업/정상,2009-04-07,일반음식점,미등록,가능,,없음,37.5343622,127.067279,19000
시골댁,"서울특별시 광진구 뚝섬로58길 9 (자양동,지상1층)",서울특별시 광진구 자양동 679-4 지상1층,자양동,02 4528014,한식,영업/정상,2009-05-04,일반음식점,미등록,불가능,,없음,37.5315125,127.0843406,10500
두부천국,서울특별시 광진구 영화사로 77 (구의동),서울특별시 광진구 구의동 16-18 (1층),구의동,222962730,한식,영업/정상,2009-06-26,일반음식점,미등록,가능,,없음,37.5546801,127.0945696,21250
신쵸쭈꾸미,"서울특별시 광진구 자양로22길 33 (구의동,(1층))",서울특별시 광진구 구의동 248-135번지 (1층),구의동,02 4443342,분식,영업/정상,2009-08-17,일반음식점,미등록,가능,,없음,37.5397407,127.0851786,17000
담꼬직화구이정식,서울특별시 광진구 자양로13길 9 (자양동),서울특별시 광진구 자양동 627-1,자양동,02 457 9564,한식,영업/정상,2009-09-29,일반음식점,미등록,가능,,없음,37.5355429,127.083423,11250
장원칼국수,서울특별시 광진구 군자로 137 (군자동),서울특별시 광진구 군자동 64-1번지,군자동,02497 5322,한식,영업/정상,2009-11-05,일반음식점,미등록,가능,,없음,37.5541581,127.074419,8000
이모네김밥,서울특별시 광진구 뚝섬로30길 17 (자양동),서울특별시 광진구 자양동 553-84,자양동,02 4990370,분식,영업/정상,2009-12-03,일반음식점,미등록,불가능,,없음,37.53532,127.0664787,3750
이모네김밥,서울특별시 광진구 뚝섬로30길 17 (자양동),서울특별시 광진구 자양동 553-84,자양동,02 4990370,분식,영업/정상,2009-12-03,일반음식점,미등록,불가능,,없음,37.53532,127.0664787,3500
짱돌,"서울특별시 광진구 군자로 32-1, 1층 (화양동)",서울특별시 광진구 화양동 132-49번지 1층,화양동,02  461 2934,한식,영업/정상,2009-12-15,일반음식점,미등록,가능,,없음,37.5460911,127.0705491,26000
용식당,"서울특별시 광진구 능동로31길 8 (군자동,(1층))",서울특별시 광진구 군자동 477-11 (1층),군자동,02 4665999,호프/통닭,영업/정상,2009-12-17,일반음식점,미등록,가능,,없음,37.5557197,127.078155,25000
산골닭갈비,서울특별시 광진구 강변역로4길 56 (구의동),서울특별시 광진구 구의동 547-7번지,구의동,02  444 3985,한식,영업/정상,2009-12-23,일반음식점,미등록,가능,,없음,37.5333558,127.0921206,14000
산골닭갈비,서울특별시 광진구 강변역로4길 56 (구의동),서울특별시 광진구 구의동 547-7번지,구의동,02  444 3985,한식,영업/정상,2009-12-23,일반음식점,미등록,가능,,없음,37.5333558,127.0921206,19250
양평해장국,서울특별시 광진구 뚝섬로 611 (자양동),서울특별시 광진구 자양동 615-23,자양동,02 4461149,한식,영업/정상,2010-01-11,일반음식점,미등록,가능,,없음,37.5327562,127.0777779,16250
양평해장국,서울특별시 광진구 뚝섬로 611 (자양동),서울특별시 광진구 자양동 615-23,자양동,02 4461149,한식,영업/정상,2010-01-11,일반음식점,미등록,가능,,없음,37.5327562,127.0777779,16250
소풍,서울특별시 광진구 자양로5길 14 (자양동),서울특별시 광진구 자양동 679-22번지,자양동,02  452 7168,분식,영업/정상,2010-03-02,일반음식점,미등록,가능,,없음,37.5317007,127.0849763,6625
일상예우,서울특별시 광진구 아차산로 462 (구의동),서울특별시 광진구 구의동 213-14,구의동,02 4547704,한식,영업/정상,2010-03-29,일반음식점,미등록,불가능,,없음,37.539496,127.0934178,69750
마포종점,서울특별시 광진구 동일로76길 51 (중곡동),서울특별시 광진구 중곡동 694번지,중곡동,02  462 2211,한식,영업/정상,2010-04-06,일반음식점,미등록,가능,,없음,37.5680853,127.0814552,15000
제일면옥,"서울특별시 광진구 구의로 19-1, 1층 (구의동)",서울특별시 광진구 구의동 221-50 1층,구의동,234374230,한식,영업/정상,2010-04-14,일반음식점,미등록,불가능,,있음,37.5398082,127.0893673,9750
옛날종로빈대떡,"서울특별시 광진구 능동로19길 10 (화양동,(1층))",서울특별시 광진구 화양동 217 (1층),화양동,02 4983004,한식,영업/정상,2010-05-17,일반음식점,미등록,불가능,,없음,37.5471246,127.0732215,19250
예술이야,"서울특별시 광진구 자양로13길 91, 1층 (자양동)",서울특별시 광진구 자양동 634-36 1층,자양동,,정종/대포집/소주방,영업/정상,2010-06-24,일반음식점,미등록,가능,,없음,37.5327491,127.0802992,18750
숙고,서울특별시 광진구 아차산로53길 5 (구의동),서울특별시 광진구 구의동 246-37,구의동,02 4564040,한식,영업/정상,2010-06-24,일반음식점,미등록,가능,,없음,37.537453,127.0859098,31000
장안회관 2호점,"서울특별시 광진구 능동로35길 42, 1층 (군자동)",서울특별시 광진구 군자동 472-2,군자동,,호프/통닭,영업/정상,2010-07-05,일반음식점,미등록,불가능,,있음,37.5574502,127.0768985,20750
장군부대찌개,"서울특별시 광진구 동일로60길 39 (군자동,(1층))",서울특별시 광진구 군자동 467-4 (1층),군자동,222175500,한식,영업/정상,2010-07-26,일반음식점,미등록,가능,,없음,37.5579154,127.0756518,11250
뚝배기바지락칼국수,"서울특별시 광진구 자양번영로 29, 1층 (자양동)",서울특별시 광진구 자양동 583-19 1층,자양동,02 4526062,한식,영업/정상,2010-08-24,일반음식점,미등록,가능,,없음,37.5322428,127.0751685,9375
추미각,"서울특별시 광진구 광장로1나길 16, 1층 (광장동)",서울특별시 광진구 광장동 393-6 1층,광장동,02 4566040,한식,영업/정상,2010-10-06,일반음식점,미등록,가능,,있음,37.5486786,127.1020061,13250
후타리,"서울특별시 광진구 긴고랑로 58 (중곡동,(1층))",서울특별시 광진구 중곡동 41-43번지 (1층),중곡동,02 4526907,한식,영업/정상,2010-10-20,일반음식점,미등록,가능,,없음,37.5619951,127.0825066,17000
라구뜨,"서울특별시 광진구 능동로 90 (자양동, 더클래식500 (3층))",서울특별시 광진구 자양동 227-342 더클래식500 (3층),자양동,222185770,뷔페식,영업/정상,2010-11-12,일반음식점,미등록,불가능,,없음,37.5387882,127.0711369,41000
민지슈퍼2호점,"서울특별시 광진구 아차산로31길 27 (화양동,(지하))",서울특별시 광진구 화양동 9-76 (지하),화양동,02 4640325,호프/통닭,영업/정상,2010-11-17,일반음식점,미등록,불가능,,없음,37.5422566,127.0696338,8425
옛날집,"서울특별시 광진구 자양로50길 24 (구의동,(1층))",서울특별시 광진구 구의동 33-53번지 (1층),구의동,02 4472000,한식,영업/정상,2011-01-06,일반음식점,미등록,불가능,,없음,37.5520621,127.0937385,7000
진미식당,"서울특별시 광진구 자양로26길 31, 연이빌딩 1층 (구의동)",서울특별시 광진구 구의동 249-21 연이빌딩,구의동,02 4558653,한식,영업/정상,2011-01-28,일반음식점,미등록,가능,,없음,37.5415764,127.0857397,8500
꼬메노,"서울특별시 광진구 군자로7길 29 (화양동,(1층))",서울특별시 광진구 화양동 16-24 (1층),화양동,02 4685177,까페,영업/정상,2011-02-14,일반음식점,미등록,불가능,,없음,37.5455999,127.0690922,5375
아차산옹심이메밀칼국수,서울특별시 광진구 용마산로2길 7 (중곡동),서울특별시 광진구 중곡동 92-15,중곡동,02 4566064,한식,영업/정상,2011-02-18,일반음식점,미등록,가능,,없음,37.5550431,127.0889306,8500
대관령감자탕,"서울특별시 광진구 아차산로76길 6 (광장동,(1층))",서울특별시 광진구 광장동 336-7 (1층),광장동,02 4446637,한식,영업/정상,2011-03-17,일반음식점,미등록,불가능,,없음,37.5477984,127.1073716,24750
국수사랑채,"서울특별시 광진구 군자로 138, 1층 (군자동)",서울특별시 광진구 군자동 64-9 1층,군자동,02 4995489,한식,영업/정상,2011-03-29,일반음식점,미등록,불가능,,없음,37.553954,127.0746597,5500
일광,서울특별시 광진구 동일로24길 68 (화양동),서울특별시 광진구 화양동 47-43번지,화양동,02 4974911,분식,영업/정상,2011-04-06,일반음식점,미등록,가능,,없음,37.5428708,127.0686511,10500
홍두깨장칼국수,"서울특별시 광진구 자양로15길 84 (자양동,(1?))",서울특별시 광진구 자양동 612-33 (1?),자양동,02 4545752,한식,영업/정상,2011-04-07,일반음식점,미등록,가능,,없음,37.5349414,127.078971,5750
다원보쌈칼국수,"서울특별시 광진구 광나루로 595 (광장동,자이아파트상가 비01호)",서울특별시 광진구 광장동 581번지 자이아파트상가 비01호,광장동,02455 7296,한식,영업/정상,2011-05-02,일반음식점,미등록,가능,,없음,37.5425728,127.0952471,19000
옛날누룽지,"서울특별시 광진구 자양로43길 151 (중곡동,(1층))",서울특별시 광진구 중곡동 80-1 (1층),중곡동,02 4543328,한식,영업/정상,2011-05-18,일반음식점,미등록,불가능,,없음,37.5572327,127.0886732,13000
둘둘포차,"서울특별시 광진구 긴고랑로15길 15 (중곡동,(1층))",서울특별시 광진구 중곡동 31-41 (1층),중곡동,02 4537472,정종/대포집/소주방,영업/정상,2011-05-25,일반음식점,미등록,불가능,,없음,37.562765,127.0832292,30000
고돌이국밥,"서울특별시 광진구 동일로20길 115 (자양동,(1층))",서울특별시 광진구 자양동 1-19 (1층),자양동,02 4976396,한식,영업/정상,2011-05-25,일반음식점,미등록,가능,,없음,37.5396294,127.0697939,15500
골든라이언,"서울특별시 광진구 능동로13길 74 (화양동,(1층))",서울특별시 광진구 화양동 16-37번지 (1층),화양동,02 4638688,까페,영업/정상,2011-05-27,일반음식점,미등록,불가능,,없음,37.5449543,127.0691329,7125
산울,"서울특별시 광진구 아차산로73길 48, 2층 201호 (광장동)",서울특별시 광진구 광장동 248-22번지,광장동,02 4532277,한식,영업/정상,2011-05-27,일반음식점,미등록,가능,,없음,37.5467551,127.1024396,12250
무이,"서울특별시 광진구 능동로19길 27 (화양동,(2층))",서울특별시 광진구 화양동 111-36 (2층),화양동,,호프/통닭,영업/정상,2011-06-02,일반음식점,미등록,불가능,,없음,37.5471203,127.0722495,19000
무이,"서울특별시 광진구 능동로19길 27 (화양동,(2층))",서울특별시 광진구 화양동 111-36 (2층),화양동,,호프/통닭,영업/정상,2011-06-02,일반음식점,미등록,불가능,,없음,37.5471203,127.0722495,19000
감칠,"서울특별시 광진구 능동로31길 22 (군자동,(1층))",서울특별시 광진구 군자동 474-28 (1층),군자동,222050902,호프/통닭,영업/정상,2011-06-16,일반음식점,미등록,불가능,,없음,37.5560073,127.077389,31000
경미네가면,"서울특별시 광진구 군자로 52 (화양동,(1층))",서울특별시 광진구 화양동 119-4 (1층),화양동,02 4612356,통닭(치킨),영업/정상,2011-07-01,일반음식점,미등록,가능,,없음,37.547665,127.0705887,17000
백남옥손만두,서울특별시 광진구 자양로13길 4 (자양동),서울특별시 광진구 자양동 626-5 (1층),자양동,02 5545399,분식,영업/정상,2011-07-13,일반음식점,미등록,가능,,없음,37.535953,127.0834126,6250
