사업장명,도로명주소,지번주소,전화번호,업태구분명,영업상태명,인허가일자,좌표정보(X),좌표정보(Y),업종,착한업소,사랑상품권,위생등급,행정처분,latitude,longitude
낭만짚불구이 건대점,"서울특별시 광진구 아차산로33길 26, 1,2층 (화양동)","서울특별시 광진구 화양동 5-61 1층,2층 ",,정종/대포집/소주방,영업/정상,2017-09-15,206158.615434385,448798.587158924,일반음식점,미등록,불가능,,없음,37.5414228,127.0704738
맘스터치중곡역점,"서울특별시 광진구 능동로 409-1, 1~2층 (중곡동)",서울특별시 광진구 중곡동 166-34번지 ,02  462 3300,기타,영업/정상,2017-09-18,207347.638491824,451493.683424958,일반음식점,미등록,불가능,,없음,37.5656968,127.0839545
"민지,","서울특별시 광진구 자양로 148, 1층 (구의동)",서울특별시 광진구 구의동 251-21번지 1층 ,,기타,영업/정상,2017-09-19,207331.550684919,448727.487251582,일반음식점,미등록,불가능,,없음,37.5407737,127.083745
코이,"서울특별시 광진구 아차산로 431, 제2상가동 지하1층 B106호 (구의동, 강변에스케이뷰)",서울특별시 광진구 구의동 667번지 ,,일식,영업/정상,2017-09-20,207900.435296043,448492.625330318,일반음식점,미등록,가능,,없음,37.538653,127.0901794
춘리(CHUN-LI),"서울특별시 광진구 용마산로 118, 1층 (중곡동)",서울특별시 광진구 중곡동 18-72 1층 ,02 4441344,분식,영업/정상,2017-09-21,207621.641172375,451329.121803494,일반음식점,미등록,가능,,없음,37.5642119,127.0870541
허씨정통중경마라쌍궈,"서울특별시 광진구 아차산로30길 17, 1층 (자양동)",서울특별시 광진구 자양동 6-41 ,,중국식,영업/정상,2017-09-21,205904.960793952,448630.985821128,일반음식점,미등록,가능,,없음,37.5399144,127.0676023
상상돈가츠&냉모밀,"서울특별시 광진구 광나루로56길 85, 9층 17호 (구의동, 테크노마트)",서울특별시 광진구 구의동 546-4 9층17호 ,,분식,영업/정상,2017-09-22,208394.416382167,448165.279999905,일반음식점,미등록,불가능,,없음,37.5356993,127.095765
역전할머니맥주 건대역점,"서울특별시 광진구 아차산로31길 29, 1층 (화양동)",서울특별시 광진구 화양동 9-6 1층 ,,한식,영업/정상,2017-09-26,206090.675095019,448902.975768227,일반음식점,미등록,가능,,있음,37.5423638,127.0697059
와이왓,"서울특별시 광진구 군자로 35, 1층 (화양동)",서울특별시 광진구 화양동 16-1 ,0232310264,분식,영업/정상,2017-09-26,206129.246253729,449348.419502602,일반음식점,미등록,불가능,,있음,37.546377,127.070146
전봇대포장마차,"서울특별시 광진구 능동로36길 29, 1층 103호 (능동, 베아투스)",서울특별시 광진구 능동 222-7 ,,정종/대포집/소주방,영업/정상,2017-09-27,207069.483942851,450416.761028704,일반음식점,미등록,가능,,없음,37.555996,127.0807958
청춘골뱅이.닭발,"서울특별시 광진구 능동로36길 29, 1층 102호 (능동, 베아투스)",서울특별시 광진구 능동 222-7 1층102호 ,,한식,영업/정상,2017-09-27,207069.483942851,450416.761028704,일반음식점,미등록,가능,,있음,37.555996,127.0807958
사계,"서울특별시 광진구 능동로36길 29, 2층 203호 (능동, 베아투스)",서울특별시 광진구 능동 222-7번지 ,,호프/통닭,영업/정상,2017-09-28,207069.483942851,450416.761028704,일반음식점,미등록,가능,,없음,37.555996,127.0807958
계화,"서울특별시 광진구 자양로43길 60, 1층 (중곡동)",서울특별시 광진구 중곡동 114-16 1층 ,,한식,영업/정상,2017-09-29,207892.302146803,450113.657077704,일반음식점,미등록,가능,,없음,37.5532584,127.0901047
멕시카나구의점,"서울특별시 광진구 자양로 254, 1층 102호 (구의동)",서울특별시 광진구 구의동 71-26 102호 ,,호프/통닭,영업/정상,2017-09-29,207854.732904827,449614.894891849,일반음식점,미등록,불가능,,없음,37.54876489999999,127.0896742
포남딘(PHO NAM DINH),"서울특별시 광진구 긴고랑로13길 10, 2층 (중곡동)",서울특별시 광진구 중곡동 164-3번지 2층 ,,분식,영업/정상,2017-10-10,207177.180431868,451191.864952351,일반음식점,미등록,불가능,,없음,37.5629788,127.0820222
도우터(Daughter),"서울특별시 광진구 아차산로31길 40, 1~2층 (화양동)",서울특별시 광진구 화양동 11-17번지 ,,경양식,영업/정상,2017-10-11,206131.159739839,448939.180641663,일반음식점,미등록,가능,,없음,37.5426898,127.0701643
한우특가 중곡점,"서울특별시 광진구 능동로 405, 1층 (중곡동)",서울특별시 광진구 중곡동 166-7 1층 ,,한식,영업/정상,2017-10-11,207328.590556027,451452.694742265,일반음식점,미등록,불가능,,없음,37.5653276,127.0837385
이흐몽골,"서울특별시 광진구 자양로50길 48, 1층 (구의동)",서울특별시 광진구 구의동 33-8 ,,분식,영업/정상,2017-10-13,208328.672346815,450019.189148155,일반음식점,미등록,불가능,,없음,37.5524035,127.095042
(1970)추억의수제돈까스,"서울특별시 광진구 동일로52길 39, 1층 (군자동)",서울특별시 광진구 군자동 146-10 1층 ,,호프/통닭,영업/정상,2017-10-17,206412.042918174,450197.798245291,일반음식점,미등록,불가능,,없음,37.5540279,127.0733535
제이푸드,"서울특별시 광진구 동일로20길 105, 지하1층 (자양동)",서울특별시 광진구 자양동 7-34번지 지하1층 ,,기타,영업/정상,2017-10-18,206059.274088513,448616.520844771,일반음식점,미등록,불가능,,없음,37.5397831,127.0693482
적온,"서울특별시 광진구 군자로 1, 지하1층 (화양동)",서울특별시 광진구 화양동 3-20 ,,경양식,영업/정상,2017-10-18,206293.412108519,449051.966222,일반음식점,미등록,불가능,,없음,37.5437049,127.0720012
신호닭발군자점,"서울특별시 광진구 능동로36길 29, 1층 101호 (능동)",서울특별시 광진구 능동 222-7 ,,일식,영업/정상,2017-10-18,207069.483942851,450416.761028704,일반음식점,미등록,가능,,없음,37.555996,127.0807958
소유담 순대국,"서울특별시 광진구 군자로 140, 1층 (군자동)",서울특별시 광진구 군자동 65-3 1층 ,,김밥(도시락),영업/정상,2017-10-19,206561.85897884,450204.965754906,일반음식점,미등록,불가능,,없음,37.5540914,127.075049
궁중아구해물찜,"서울특별시 광진구 자양번영로 12, 1층 3호 (자양동)",서울특별시 광진구 자양동 600-15번지 ,,한식,영업/정상,2017-10-23,206580.773874836,447612.962132252,일반음식점,미등록,가능,,있음,37.53073759999999,127.07524
횡성소머리국밥,"서울특별시 광진구 자양로 237-1, 1층 (구의동)",서울특별시 광진구 구의동 79-19 1층 ,,한식,영업/정상,2017-10-25,207731.285657647,449532.788271684,일반음식점,미등록,불가능,,있음,37.5480262,127.0882764
한끼라면,"서울특별시 광진구 광나루로56길 85, 지하1층 A-25호 (구의동, 테크노마트)",서울특별시 광진구 구의동 546-4번지 테크노마트 ,,분식,영업/정상,2017-10-27,208394.416382167,448165.279999905,일반음식점,미등록,가능,,있음,37.5354852,127.0954867
속초빈대떡,"서울특별시 광진구 군자로 69, 1층 103호 (군자동)",서울특별시 광진구 군자동 359 1층103호 ,02  444 7737,한식,영업/정상,2017-11-01,206167.328993767,449683.137301888,일반음식점,미등록,불가능,,없음,37.5493925,127.0705797
천년초손칼국수,"서울특별시 광진구 아차산로 431, 상가3동 지하1층 B102호 (구의동, 강변에스케이뷰)",서울특별시 광진구 구의동 667번지 ,02  447 7171,한식,영업/정상,2017-11-01,207900.435296043,448492.625330318,일반음식점,미등록,가능,,없음,37.538653,127.0901794
다트프린스건대점,"서울특별시 광진구 아차산로 242, 2층 (자양동)",서울특별시 광진구 자양동 1-3번지 ,,호프/통닭,영업/정상,2017-11-02,206109.987109224,448630.832988973,일반음식점,미등록,불가능,,없음,37.5399117,127.0699222
로제툼바,"서울특별시 광진구 천호대로130길 30, 지층 101호 (구의동, 화인하우스)",서울특별시 광진구 구의동 76-15 화인하우스 ,0260831213,기타,영업/정상,2017-11-02,207740.855562359,449800.48567337,일반음식점,미등록,불가능,,없음,37.5504614,127.0883235
자가제빵선명희피자,"서울특별시 광진구 아차산로51길 98, 1층 (구의동)",서울특별시 광진구 구의동 248-12번지 ,02  456 7272,기타,영업/정상,2017-11-07,207494.428053056,448782.409092603,일반음식점,미등록,가능,,있음,37.5412673,127.0855885
오사카고양이 군자역점2,"서울특별시 광진구 능동로 298, 2층 (능동)",서울특별시 광진구 능동 279-2 ,,호프/통닭,영업/정상,2017-11-08,206939.066753686,450441.991348117,일반음식점,미등록,불가능,,없음,37.5562243,127.0793201
모던잡방,"서울특별시 광진구 아차산로57길 10, 1층 (구의동)",서울특별시 광진구 구의동 221-35번지 1층 ,,호프/통닭,영업/정상,2017-11-10,207739.508723773,448517.686207913,일반음식점,미등록,가능,,있음,37.5388802,127.0883588
쪽갈비에미치닭,"서울특별시 광진구 능동로48길 35, 1층 (중곡동)",서울특별시 광진구 중곡동 34-43 ,,식육(숯불구이),영업/정상,2017-11-15,207403.017258536,451118.057690092,일반음식점,미등록,불가능,,없음,37.562312,127.0845775
인덱스,"서울특별시 광진구 아차산로 200, 스트릿마켓점 3층 (자양동)",서울특별시 광진구 자양동 17-1번지 3층 ,,경양식,영업/정상,2017-11-15,205758.816662193,448768.161400623,일반음식점,미등록,불가능,,없음,37.5411513,127.0659498
깜온,"서울특별시 광진구 긴고랑로15길 8, 1층 (중곡동)",서울특별시 광진구 중곡동 39-3 1층 ,,경양식,영업/정상,2017-11-22,207286.388073874,451122.291961382,일반음식점,미등록,불가능,,없음,37.562351,127.0832575
날일달월,"서울특별시 광진구 아차산로78길 7, B202호 (광장동, 유진스웰)",서울특별시 광진구 광장동 121 유진스웰 ,,한식,영업/정상,2017-11-22,209589.042548422,449798.08201875,일반음식점,미등록,가능,,있음,37.5503447,127.1093461
연경,"서울특별시 광진구 자양로 135, 1층 (자양동)",서울특별시 광진구 자양동 767-4 자양오피스텔 1층 ,02 5931233,한식,영업/정상,2017-11-22,207258.38917202,448622.647538945,일반음식점,미등록,불가능,,없음,37.5398297,127.0829161
시마스시,"서울특별시 광진구 능동로 92, 지하1층 (자양동)",서울특별시 광진구 자양동 227-342번지 롯데백화점 ,,일식,영업/정상,2017-11-22,206217.434726027,448506.218743834,일반음식점,미등록,불가능,매우우수,없음,37.5387882,127.0711369
우지커피 건대중문점,"서울특별시 광진구 능동로13길 10, 1층 (화양동)",서울특별시 광진구 화양동 3-43 1층 ,,한식,영업/정상,2017-11-28,206238.045647521,448934.074403635,일반음식점,미등록,불가능,,없음,37.542643,127.0713737
봉추푸드군자점,"서울특별시 광진구 능동로35길 7, 2층 (군자동)",서울특별시 광진구 군자동 477-1번지 2층 ,,한식,영업/정상,2017-11-29,206868.065237501,450482.508944086,일반음식점,미등록,불가능,,없음,37.5565899,127.0785169
허니룸 건대,"서울특별시 광진구 아차산로29길 7, 3,4층 (화양동)",서울특별시 광진구 화양동 48-25번지 ,02  469 5536,경양식,영업/정상,2017-11-30,205948.348025434,448786.669354019,일반음식점,미등록,불가능,,없음,37.5413168,127.0680945
만찬,"서울특별시 광진구 아차산로73길 44, 지하1층 (광장동)",서울특별시 광진구 광장동 247번지 ,,김밥(도시락),영업/정상,2017-12-04,208999.557532583,449386.425207138,일반음식점,미등록,불가능,,없음,37.5466961,127.1026265
송파족발광진점,"서울특별시 광진구 아차산로 431, 상가2동 1층 B105호 (구의동, 강변에스케이뷰)",서울특별시 광진구 구의동 667 ,,식육(숯불구이),영업/정상,2017-12-06,207900.435296043,448492.625330318,일반음식점,미등록,불가능,,없음,37.538653,127.0901794
오늘은오므라이스,"서울특별시 광진구 군자로 35, 1층 (화양동)",서울특별시 광진구 화양동 16-1 ,02  467 4377,분식,영업/정상,2017-12-11,206129.246253729,449348.419502602,일반음식점,미등록,불가능,,있음,37.546377,127.070146
사운드온커피앤펍,"서울특별시 광진구 자양로 154, 1층 103,104호 (구의동, 솔렌시아)",서울특별시 광진구 구의동 251-177번지 솔렌시아 ,02  4460412,기타,영업/정상,2017-12-12,207349.890786199,448779.602309417,일반음식점,미등록,가능,,없음,37.5412432,127.083953
따시하루,"서울특별시 광진구 아차산로 431, 상가3동 지층 103호 (구의동, 강변에스케이뷰)",서울특별시 광진구 구의동 667 강변에스케이뷰 상가3동지층103호 ,,일식,영업/정상,2017-12-15,207900.435296043,448492.625330318,일반음식점,미등록,가능,,없음,37.5384765,127.0899725
무드림 베이커리 카페 건대점,"서울특별시 광진구 아차산로31길 20, 2층 (화양동)",서울특별시 광진구 화양동 8-43 2층 ,,분식,영업/정상,2017-03-20,206094.275808342,448852.432453346,일반음식점,미등록,불가능,,없음,37.5419084,127.0697462
샤오롱바오,"서울특별시 광진구 자양번영로 20, 자양빌딩 1층 (자양동)",서울특별시 광진구 자양동 600 자양빌딩 1층 ,,중국식,영업/정상,2017-12-20,206593.822489952,447684.16710521,일반음식점,미등록,가능,,없음,37.531379,127.0753883
씨(C)156,"서울특별시 광진구 동일로 156, 지하1, 8층 (화양동)",서울특별시 광진구 화양동 24-15 ,,한식,영업/정상,2017-12-20,205814.775584133,449312.4702829,일반음식점,미등록,불가능,,없음,37.5460551,127.0665872
선남씨(sea)자양점,"서울특별시 광진구 자양번영로 62, 지하1층 B101호 (자양동)",서울특별시 광진구 자양동 611-1번지 ,,일식,영업/정상,2017-12-19,206689.900592929,448087.094462349,일반음식점,미등록,불가능,,없음,37.5350087,127.0764789
급속냉동삼겹살전문점,"서울특별시 광진구 긴고랑로 25, 1층 (중곡동)",서울특별시 광진구 중곡동 240-8 1층 ,,한식,영업/정상,2017-12-21,206936.996830712,451253.072347424,일반음식점,미등록,불가능,,있음,37.563532,127.0793042
아지트오,"서울특별시 광진구 능동로4길 40, 1층 101호 (자양동, 이튼타워리버5차)",서울특별시 광진구 자양동 856번지 이튼타워리버5차 1층101호 ,,경양식,영업/정상,2017-12-21,206031.860086066,447773.215918711,일반음식점,미등록,불가능,,없음,37.5321852,127.0690312
타코로 자양점,"서울특별시 광진구 능동로 68, 1층 105,106호 (자양동, 이튼타워리버1차)","서울특별시 광진구 자양동 510-5 105,106 ",,한식,영업/정상,2017-12-26,206088.852238736,448297.963860543,일반음식점,미등록,불가능,,없음,37.53691269999999,127.0696803
동인곱창,"서울특별시 광진구 능동로 438, 지하1층 (중곡동)",서울특별시 광진구 중곡동 29-81 ,,호프/통닭,영업/정상,2017-12-28,207484.703958681,451719.199497246,일반음식점,미등록,불가능,,없음,37.5677275,127.0855082
춘리(CHUN-LI),"서울특별시 광진구 아차산로30길 23, 1층 (자양동)",서울특별시 광진구 자양동 6-8 ,,중국식,영업/정상,2017-03-31,205894.757221002,448604.593827538,일반음식점,미등록,가능,,없음,37.5396767,127.0674866
펄스커피(PEARLS COFFEE),"서울특별시 광진구 아차산로73길 48, 1층 (광장동)",서울특별시 광진구 광장동 248-22 1층 ,000222997859,기타,영업/정상,2017-04-10,208983.029669843,449392.956808326,일반음식점,미등록,불가능,,없음,37.5467551,127.1024396
해곤선생,"서울특별시 광진구 긴고랑로7길 15, 이수하이빌 1층 103호 (중곡동)",서울특별시 광진구 중곡동 232-23 이수하이빌 1층103호 ,,중국식,영업/정상,2017-04-14,206941.4781716,451323.434649235,일반음식점,미등록,가능,,없음,37.564166,127.0793556
웃웃,"서울특별시 광진구 뚝섬로 476-15, 1층 1호 (자양동)",서울특별시 광진구 자양동 52-1 ,,기타,영업/정상,2017-08-07,205444.945694329,448238.011606801,일반음식점,미등록,불가능,,있음,37.5363765,127.0623944
강원도 이옥순 만두국,"서울특별시 광진구 면목로 189-1, 1층 (중곡동)",서울특별시 광진구 중곡동 210-5 ,,한식,영업/정상,2017-06-01,207265.086697558,451989.237531703,일반음식점,미등록,불가능,,없음,37.5701623,127.083025
하이디라오코리아(유)건대,"서울특별시 광진구 능동로 110, 스타시티영존빌딩 1층 102호 2층 전부호 (화양동)",서울특별시 광진구 화양동 4-20 스타시티영존빌딩 ,,중국식,영업/정상,2018-01-09,206241.82019349,448715.06998929,일반음식점,미등록,불가능,우수,없음,37.5406698,127.0714146
타이인플레이트,"서울특별시 광진구 광나루로24길 15, 1층 103호 (화양동)",서울특별시 광진구 화양동 507-6번지 ,,"외국음식전문점(인도,태국등)",영업/정상,2018-01-15,206699.008710369,449267.337029212,일반음식점,미등록,불가능,,없음,37.5456425,127.0765926
긍정비어,"서울특별시 광진구 동일로20길 89, 1층 (자양동)",서울특별시 광진구 자양동 7-13번지 ,,기타,영업/정상,2018-01-17,205986.886020402,448647.573904262,일반음식점,미등록,불가능,,없음,37.5400634,127.0685295
미스사이공 세종대점,"서울특별시 광진구 능동로 209, 세종대학교 학생회관동 1층 (군자동)",서울특별시 광진구 군자동 98 세종대학교 ,,"외국음식전문점(인도,태국등)",영업/정상,2018-01-17,206481.062740469,449832.323358171,일반음식점,미등록,가능,,없음,37.5507345,127.0741314
미친곱창,"서울특별시 광진구 군자로17길 41, 1층 102호 (군자동)",서울특별시 광진구 군자동 471-12 ,,한식,영업/정상,2018-01-18,206759.177763498,450533.841951965,일반음식점,미등록,가능,,없음,37.5570532,127.0772851
카페 드 리아(CAFE DE LIAH),"서울특별시 광진구 천호대로109길 9, 리아리움더언타워 1층 103,104호 (중곡동)","서울특별시 광진구 중곡동 157-17 리아리움더언타워103,104호 ",,기타,영업/정상,2018-01-19,207067.567417734,450572.965112406,일반음식점,미등록,불가능,,없음,37.5574034,127.0807756
스시키요이,"서울특별시 광진구 자양로 46, 1층 102호 (자양동)",서울특별시 광진구 자양동 681-15 ,,일식,영업/정상,2018-01-24,207529.873230795,447780.304781214,일반음식점,미등록,가능,,없음,37.5322381,127.0859794
씨제이씨지브이 건대입구일반매점(CGV),"서울특별시 광진구 아차산로30길 26, 3층 (자양동)",서울특별시 광진구 자양동 9-4 3층 ,,기타,영업/정상,2018-01-24,205845.946723741,448616.847693458,일반음식점,미등록,불가능,,없음,37.5397874,127.0669345
씨제이씨지브이 건대입구 투썸플레이스(CGV),"서울특별시 광진구 아차산로30길 26, 3층 (자양동)",서울특별시 광진구 자양동 9-4 3층 ,,기타,영업/정상,2018-01-24,205845.946723741,448616.847693458,일반음식점,미등록,불가능,,없음,37.5397874,127.0669345
일레븐라운지(1LLEVEN LOUNGE),"서울특별시 광진구 동일로 172, 호텔더디자이너스 프리미어건대 19,20층 (화양동)","서울특별시 광진구 화양동 23-15 19,20층 ",,경양식,영업/정상,2018-01-29,205879.365670312,449454.638559578,일반음식점,미등록,불가능,,없음,37.5473356,127.0673192
자양휴게소,"서울특별시 광진구 뚝섬로30길 44, 1층 (자양동)",서울특별시 광진구 자양동 48-38 1층 ,,한식,영업/정상,2018-01-30,205876.812846863,448014.731898392,일반음식점,미등록,가능,,없음,37.5343622,127.067279
소담골,"서울특별시 광진구 자양로50길 8, 1층 (구의동)",서울특별시 광진구 구의동 48-24 1층 ,,한식,영업/정상,2018-02-06,208130.580062547,449960.514255045,일반음식점,미등록,가능,,없음,37.5518766,127.0927995
윤이커피,"서울특별시 광진구 광나루로20가길 21, 1층 (화양동)",서울특별시 광진구 화양동 502-1 ,,기타,영업/정상,2018-02-19,206580.224699329,449221.850590414,일반음식점,미등록,가능,,있음,37.54523349999999,127.0752481
초밥선생,"서울특별시 광진구 광나루로56길 85, 테크노-마트21 지층 A29호 (구의동)",서울특별시 광진구 구의동 546-4 테크노-마트21지하1층A29호 ,0234241230,한식,영업/정상,2018-02-21,208394.416382167,448165.279999905,일반음식점,미등록,불가능,,없음,37.5356993,127.095765
리트커피,"서울특별시 광진구 광장로3길 15, 1층 (광장동)",서울특별시 광진구 광장동 258-8번지 ,,기타,영업/정상,2018-02-23,209001.585551617,449502.723107711,일반음식점,미등록,가능,,없음,37.5477439,127.1026509
(주)감성타코 건대점,"서울특별시 광진구 능동로13길 39, 한아름건물 2층 (화양동)",서울특별시 광진구 화양동 10-1번지 한아름건물 2층 ,,경양식,영업/정상,2018-02-28,206107.775163579,449029.342177779,일반음식점,미등록,가능,,없음,37.5435023,127.0699004
궁중보쌈,"서울특별시 광진구 능동로 143, 2층 (화양동)",서울특별시 광진구 화양동 3-21 2층 ,,한식,영업/정상,2018-02-28,206296.651168879,449039.858490756,일반음식점,미등록,가능,,없음,37.5435958,127.0720377
지리산정육식당,서울특별시 광진구 광나루로54길 38 (구의동),서울특별시 광진구 구의동 199-22 1층 ,,한식,영업/정상,2018-03-05,208334.603575211,448558.935921857,일반음식점,미등록,가능,,없음,37.5392467,127.0950927
코스모스,"서울특별시 광진구 면목로 146, 1층 (중곡동)",서울특별시 광진구 중곡동 193-27,,호프/통닭,영업/정상,2018-03-07,207137.911997179,451552.095614422,일반음식점,미등록,불가능,,없음,37.5662247,127.0815812
일품제주흑돼지,"서울특별시 광진구 영화사로 33, 1층 (중곡동)",서울특별시 광진구 중곡동 88-21 ,02 4991999,한식,영업/정상,2018-03-07,207960.601177439,450504.166348488,일반음식점,미등록,불가능,,없음,37.5567763,127.0908818
바이온(BY-ON),"서울특별시 광진구 구의강변로 47, 지하1~지상1층 (구의동)",서울특별시 광진구 구의동 593-14 ,02 4535611,기타,영업/정상,2018-03-07,208030.59881646,448097.003523252,일반음식점,미등록,가능,,있음,37.53508739999999,127.0916479
계란빵사세요,"서울특별시 광진구 면목로 8, 1층 (군자동)",서울특별시 광진구 군자동 49-53 1층 ,,한식,영업/정상,2018-03-09,206596.744319375,450292.509748357,일반음식점,미등록,불가능,,있음,37.55488,127.0754446
키히키히,"서울특별시 광진구 아차산로53길 10, 1층 (구의동)",서울특별시 광진구 구의동 246-91 1층 ,,호프/통닭,영업/정상,2018-03-09,207532.665620413,448387.799477842,일반음식점,미등록,불가능,,없음,37.5377116,127.0860171
꿈꾸다917,"서울특별시 광진구 아차산로31길 15, 1~2층 (화양동)",서울특별시 광진구 화양동 9-17번지 ,,기타,영업/정상,2018-03-13,206067.462054796,448840.002780266,일반음식점,미등록,가능,,있음,37.5417966,127.0694427
맛사랑 밥상,"서울특별시 광진구 뚝섬로 670, 1층 (자양동)",서울특별시 광진구 자양동 662-13 1층 ,,분식,영업/정상,2018-03-14,207349.510653919,447708.939689927,일반음식점,미등록,가능,,없음,37.5315966,127.0839381
혼술식당중곡점,"서울특별시 광진구 천호대로101길 17, 1층 (중곡동)",서울특별시 광진구 중곡동 613-11번지 1층 ,,정종/대포집/소주방,영업/정상,2018-03-15,206544.340387388,450866.917949265,일반음식점,미등록,불가능,,없음,37.5600557,127.0748566
양마니 명동찌개마을,"서울특별시 광진구 아차산로 384, 태양빌딩 1층 (자양동)",서울특별시 광진구 자양동 216-23 태양빌딩 ,,한식,영업/정상,2018-03-21,207481.167428554,448276.07863669,일반음식점,미등록,가능,,없음,37.5366237,127.0854599
빅브라덜스버거(BIG BROTHER.S BURGER),"서울특별시 광진구 군자로 127, 2층 (군자동)",서울특별시 광진구 군자동 149-6 2층 ,0263960559,분식,영업/정상,2018-03-27,206435.050706451,450157.89885637,일반음식점,미등록,불가능,,없음,37.5536683,127.0736135
원스테이크,"서울특별시 광진구 광나루로24길 15, 1층 (화양동)",서울특별시 광진구 화양동 507-6번지 ,,경양식,영업/정상,2018-03-28,206699.008710369,449267.337029212,일반음식점,미등록,가능,,없음,37.5456425,127.0765926
강릉엄지네꼬막집 구의역점,"서울특별시 광진구 아차산로 375, 크레신타워3차 2층 206, 207호 (구의동)",서울특별시 광진구 구의동 246-14 크레신타워3차 ,02  452 2992,한식,영업/정상,2018-03-29,207388.308848516,448313.517465433,일반음식점,미등록,가능,,없음,37.5370435,127.0843831
호랑도,"서울특별시 광진구 동일로24길 53, 1층 (화양동)",서울특별시 광진구 화양동 35-40 1층 ,,일식,영업/정상,2018-04-02,205937.500224519,449007.069009851,일반음식점,미등록,불가능,,없음,37.5433027,127.0679735
더양평해장국,"서울특별시 광진구 아차산로 444, 와이엔 오피스텔 1층 101호 (구의동)",서울특별시 광진구 구의동 218-15 와이엔 오피스텔101호 ,,중국식,영업/정상,2018-04-04,208058.878719364,448482.324087157,일반음식점,미등록,불가능,,없음,37.5385588,127.0919721
광나루유황오리,"서울특별시 광진구 군자로 180, 한창빌딩 1층 101호 (군자동)",서울특별시 광진구 군자동 476-2 한창빌딩101호 ,,한식,영업/정상,2018-04-06,206839.786680424,450477.162800524,일반음식점,미등록,가능,,없음,37.5565419,127.0781968
환심,"서울특별시 광진구 능동로13길 27, 지하1층 (화양동)",서울특별시 광진구 화양동 11-32 ,,경양식,영업/정상,2018-04-09,206169.047489091,448988.748163743,일반음식점,미등록,불가능,,없음,37.5431361,127.0705934
장흥수산,"서울특별시 광진구 용마산로7길 5, 1층 (중곡동)",서울특별시 광진구 중곡동 124-4 ,,일식,영업/정상,2018-04-10,207638.138311948,450735.605291004,일반음식점,미등록,불가능,,없음,37.5588642,127.0872347
광장수제갈비,"서울특별시 광진구 아차산로 612, 2층 201호 (광장동)",서울특별시 광진구 광장동 326-13 ,,한식,영업/정상,2018-04-11,209367.991933454,449464.138000765,일반음식점,미등록,가능,,없음,37.54739259999999,127.1067967
또래오래(자양점),"서울특별시 광진구 자양로13길 64, 1층 (자양동)",서울특별시 광진구 자양동 623-29번지 1층 ,,호프/통닭,영업/정상,2018-04-11,207098.473439331,447956.957031701,일반음식점,미등록,불가능,,없음,37.5338331,127.0811003
카페콩,"서울특별시 광진구 능동로35길 40, 1층 (군자동)",서울특별시 광진구 군자동 472-3번지 1층 ,,경양식,영업/정상,2018-04-18,206734.222939135,450573.407313735,일반음식점,미등록,불가능,,없음,37.55740979999999,127.077003
헬로통큰삼겹,"서울특별시 광진구 아차산로40길 48, 1층 (자양동)",서울특별시 광진구 자양동 808번지 1층 ,,한식,영업/정상,2018-04-18,206803.524394315,448150.338858706,일반음식점,미등록,불가능,,있음,37.5355777,127.0777651
고향포차,"서울특별시 광진구 용마산로30길 2, 1층 (중곡동)",서울특별시 광진구 중곡동 297-14 ,,정종/대포집/소주방,영업/정상,2018-04-18,207566.252585132,451766.178409274,일반음식점,미등록,불가능,,없음,37.5681502,127.0864317
다빈치보드카페,"서울특별시 광진구 아차산로 235, 6층 601호 (화양동)",서울특별시 광진구 화양동 7-12 601호,,기타,영업/정상,2018-04-25,206080.208609104,448722.534735093,일반음식점,미등록,불가능,,있음,37.5407382,127.069586
슬로우토크프레시(slowtalkfresh),"서울특별시 광진구 자양로39길 19, 지하1층 (구의동)",서울특별시 광진구 구의동 614-6 ,,기타,영업/정상,2018-04-26,207722.619546613,449644.291136624,일반음식점,미등록,불가능,,없음,37.5490309,127.0881795
불스바베큐,"서울특별시 광진구 긴고랑로15길 14, 1층 (중곡동)",서울특별시 광진구 중곡동 39-1번지 ,02457 4456,호프/통닭,영업/정상,2018-04-26,207295.514699082,451143.023528627,일반음식점,미등록,불가능,,없음,37.5625378,127.083361
사사로운,"서울특별시 광진구 천호대로112길 48-4, 1층 (능동)",서울특별시 광진구 능동 208-1번지 ,,경양식,영업/정상,2018-04-27,207034.532026332,450220.222047937,일반음식점,미등록,불가능,,있음,37.5542254,127.0803984
송하두부마을,"서울특별시 광진구 용마산로 55, 1층 (중곡동)",서울특별시 광진구 중곡동 124-12 ,,한식,영업/정상,2018-04-30,207661.545208921,450706.033469261,일반음식점,미등록,불가능,,없음,37.5585976,127.0874994
교촌치킨(중곡2호),"서울특별시 광진구 용마산로 109, 1층 101, 102호 (중곡동)",서울특별시 광진구 중곡동 24-2 ,02453 9288,호프/통닭,영업/정상,2018-05-02,207589.232437028,451233.980550899,일반음식점,미등록,불가능,매우우수,없음,37.5633549,127.0866863
(주)퐁퐁플라워,"서울특별시 광진구 아차산로 272, 더샵스타시티 지하1층 B100-1호 (자양동)",서울특별시 광진구 자양동 227-7 더샵스타시티 ,,경양식,영업/정상,2018-05-02,206349.675048285,448396.939704285,일반음식점,미등록,불가능,,없음,37.5381225,127.0723769
